Kürzel,Name,Börse
AHT$F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,NYSE
AHT$G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,NYSE
AHT$H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,NYSE
AHT$I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,NYSE
AHT-PD,ASHFORD HOSPITALITY TRUST INC,OTC
AHT-PF,ASHFORD HOSPITALITY TRUST INC,OTC
AHT-PG,ASHFORD HOSPITALITY TRUST INC,OTC
AHT-PH,ASHFORD HOSPITALITY TRUST INC,OTC
AHT-PI,ASHFORD HOSPITALITY TRUST INC,OTC
AHYB,American Century Select High Yield ETF,NYSE ARCA
AI,"C3.ai, Inc. Class A Common Stock",NYSE
AIA,iShares Asia 50 ETF,NASDAQ
AIAI,AIAI Holdings Corp,OTC
AIB,"BlockchAIn Digital Infrastructure, Inc Common Shares",AMEX
AIBD,Direxion Daily AI and Big Data Bear 2X ETF,NYSE ARCA
AIBRF,AIB Group plc/ADR,OTC
AIBT,"AIBOTICS, INC.",OTC
AIBU,Direxion Daily AI and Big Data Bull 2X ETF,NYSE ARCA
AIDC,"AI Document Services, Inc. Common Stock",OTC
AIDG,"AIS Holdings Group, Inc.",OTC
AIDX,"20/20 Biolabs, Inc. - Common Stock",NASDAQ
AIEQ,Amplify AI Powered Equity ETF,NYSE ARCA
AIEV,"Thunder Power Holdings, Inc.",OTC
AIFD,TCW Artificial Intelligence ETF,NASDAQ
AIFF,"Firefly Neuroscience, Inc.  - Common Stock",NASDAQ
AIFU,AIFU Inc. - Class A Ordinary Share,NASDAQ
AIG,"American International Group, Inc. New Common Stock",NYSE
AIHS,Senmiao Technology Limited - Common Stock,NASDAQ
AII,"American Integrity Insurance Group, Inc. Common Stock",NYSE
AIIA,AI Infrastructure Acquisition Corp. Class A Ordinary Shares,NYSE
AIIA-RI,AI Infrastructure Acquisition Corp.,OTC
AIIA-UN,AI Infrastructure Acquisition Corp.,OTC
AIIA.R,"AI Infrastructure Acquisition Corp. Rights, each entitling the holder to receive one-fifth (1/5) of one Class A Ordinary Share",NYSE
AIIA.U,"AI Infrastructure Acquisition Corp. Units, each consisting of one Class A Ordinary Share and one Right",NYSE
AIIO,Robo.ai Inc. - Class B Ordinary Shares,NASDAQ
AIIOW,Robo.ai Inc. - Warrant,NASDAQ
AIJTY,Jianpu Technology Inc.,OTC
AIKCF,Aica Kogyo Co Limited/ADR,OTC
AILIH,Ameren Illinois Co,OTC
AILIM,Ameren Illinois Co,OTC
AILIN,Ameren Illinois Co,OTC
AILIO,Ameren Illinois Co,OTC
AILIP,Ameren Illinois Co,OTC
AILLI,Ameren Illinois Co,OTC
AILLM,Ameren Illinois Co,OTC
AILLN,Ameren Illinois Co,OTC
AILLO,Ameren Illinois Co,OTC
AILLP,Ameren Illinois Co,OTC
AIM,AIM ImmunoTech Inc. Common Stock,AMEX
AIMD,"Ainos, Inc. - Common Stock",NASDAQ
AIMDW,"Ainos, Inc. - warrants",NASDAQ
AIMS,Acuitas Small Cap Active ETF,NASDAQ
AIMTF,Aimfinity Investment Corp. I,OTC
AIMUF,Aimfinity Investment Corp. I,OTC
AIMWF,Aimfinity Investment Corp. I,OTC
AIN,Albany International Corporation Common Stock,NYSE
AINP,Allspring Income Plus ETF,NYSE ARCA
AINT,FINQ DOLLAR NEUTRAL U.S. Large Cap AI-Managed Equity ETF,NYSE ARCA
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,NYSE
AIOK,AI OKTO Corp.,OTC
AIOO,AllianzIM U.S. Equity Buffer100 Protection ETF,BATS
AIOS,AIOS Tech Inc. - Class A Common Shares,NASDAQ
AIOT,"PowerFleet, Inc. - Common Stock",NASDAQ
AIP,"Arteris, Inc.  - Common Stock",NASDAQ
AIPG,AI Technology Group Inc.,OTC
AIPI,REX AI Equity Premium Income ETF,NASDAQ
AIPO,Defiance AI & Power Infrastructure ETF,NASDAQ
AIQ,Global X Artificial Intelligence & Technology ETF,NASDAQ
AIQUF,L AIR LIQUIDE SA /FI,OTC
AIR,AAR Corp. Common Stock,NYSE
AIRE,reAlpha Tech Corp. - Common Stock,NASDAQ
AIRG,"Airgain, Inc. - Common Stock",NASDAQ
AIRI,Air Industries Group Common Stock,AMEX
AIRJ,AirJoule Technologies Corporation - Class A Common Stock,NASDAQ
AIRJW,AirJoule Technologies Corporation - Warrant,NASDAQ
AIRO,"AIRO Group Holdings, Inc. - Common Stock",NASDAQ
AIRR,First Trust RBA American Industrial Renaissance ETF,NASDAQ
AIRRF,Aurion Resources Ltd.,OTC
AIRS,"AirSculpt Technologies, Inc. - Common Stock",NASDAQ
AIRT,"Air T, Inc. - Common Stock",NASDAQ
AIRTP,"Air T, Inc. - Trust Preferred Securities",NASDAQ
AIS,VistaShares Artificial Intelligence Supercycle ETF,NYSE ARCA
AISP,"Airship AI Holdings, Inc - Class A Common Stock",NASDAQ
AISPW,"Airship AI Holdings, Inc - Warrants",NASDAQ
AIT,"Applied Industrial Technologies, Inc. Common Stock",NYSE
AITTF,TRENCHANT TECHNOLOGIES CAPITAL CORP.,OTC
AITX,Artificial Intelligence Technology Solutions Inc.,OTC
AITXD,Artificial Intelligence Technology Solutions Inc.,OTC
AIUP,FINQ FIRST U.S. Large Cap AI-Managed Equity ETF,NYSE ARCA
AIV,Apartment Investment and Management Company Common Stock,NYSE
AIVC,Amplify Bloomberg AI Value Chain ETF,NYSE ARCA
AIVI,WisdomTree International AI Enhanced Value Fund,NYSE ARCA
AIVL,WisdomTree U.S. AI Enhanced Value Fund,NYSE ARCA
AIXC,"AIxCrypto Holdings, Inc. - Common Stock",NASDAQ
AIXI,XIAO-I Corporation - American Depositary Shares,NASDAQ
AIXN,"AiXin Life International, Inc.",OTC
AIYY,YieldMax AI Option Income Strategy ETF,NYSE ARCA
AIZ,"Assurant, Inc. Common Stock",NYSE
AIZN,"Assurant, Inc. 5.25% Subordinated Notes due 2061",NYSE
AJAN,Innovator Equity Defined Protection ETF - 2 Yr to January 2028,BATS
AJG,Arthur J. Gallagher & Co. Common Stock,NYSE
AJUL,Innovator Equity Defined Protection ETF - 2 Yr to July 2026,BATS
AKA,a.k.a. Brands Holding Corp. Common Stock,NYSE
AKAF,The Frontier Economic Fund,NYSE
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ
AKAN,Akanda Corp. - Common Shares,NASDAQ
AKBA,"Akebia Therapeutics, Inc. - Common Stock",NASDAQ
AKCLY,Aica Kogyo Co Limited/ADR,OTC
AKO-A,ANDINA BOTTLING CO INC,OTC
AKO-B,ANDINA BOTTLING CO INC,OTC
AKO.A,Embotelladora Andina S.A. Common Stock,NYSE
AKO.B,Embotelladora Andina S.A. Common Stock,NYSE
AKOM,AKOM Inc.,OTC
AKPPS,Ark7 Properties Plus LLC,OTC
AKR,Acadia Realty Trust Common Stock,NYSE
AKRE,Akre Focus ETF,NYSE ARCA
AKTS,"Aktis Oncology, Inc. - Common stock",NASDAQ
AKTX,Akari Therapeutics Plc - American Depositary Shares,NASDAQ
AL,Air Lease Corporation Class A Common Stock,NYSE
ALAB,"Astera Labs, Inc. - Common Stock",NASDAQ
ALAD,Aladdin Intl Inc Common Stock,OTC
ALAI,Alger AI Enablers & Adopters ETF,NYSE ARCA
ALAR,Alarum Technologies Ltd. - American Depositary Shares,NASDAQ
ALB,Albemarle Corporation Common Stock,NYSE
ALB$A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,NYSE
ALB-PA,ALBEMARLE CORP,OTC
ALBC,Alternative Ballistics Corp,OTC
ALBG,Leverage Shares 2X Long ALB Daily ETF,NASDAQ
ALBT,Avalon GloboCare Corp. - Common Stock,NASDAQ
ALC,Alcon Inc. Ordinary Shares,NYSE
ALCE,"Alternus Clean Energy, Inc.",OTC
ALCO,"Alico, Inc. - Common Stock",NASDAQ
ALCY,Alchemy Investments Acquisition Corp 1 - Class A Ordinary Shares,NASDAQ
ALCYU,Alchemy Investments Acquisition Corp 1 - Units,NASDAQ
ALCYW,Alchemy Investments Acquisition Corp 1 - Warrants,NASDAQ
ALDA,ATLANTICA INC,OTC
ALDF,Aldel Financial II Inc. - Class A Ordinary Shares,NASDAQ
ALDFU,Aldel Financial II Inc. - Units,NASDAQ
ALDFW,Aldel Financial II Inc. - Warrants,NASDAQ
ALDS,APPlife Digital Solutions Inc,OTC
ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",NASDAQ
ALEC,"Alector, Inc. - Common Stock",NASDAQ
ALEGF,ALLEGRO.EU SA/ADR,OTC
ALEH,ALE Group Holding Ltd,OTC
ALEUY,ALLEGRO.EU SA/ADR,OTC
ALF,Centurion Acquisition Corp. - Class A Ordinary Shares,NASDAQ
ALFUU,Centurion Acquisition Corp. - Unit,NASDAQ
ALFUW,Centurion Acquisition Corp. - Warrant,NASDAQ
ALG,"Alamo Group, Inc. Common Stock",NYSE
ALGM,"Allegro MicroSystems, Inc. - Common Stock",NASDAQ
ALGN,"Align Technology, Inc. - Common Stock",NASDAQ
ALGS,"Aligos Therapeutics, Inc. - Common stock",NASDAQ
ALGT,Allegiant Travel Company - Common Stock,NASDAQ
ALH,Alliance Laundry Holdings Inc. Common Stock,NYSE
ALHC,"Alignment Healthcare, Inc. - Common Stock",NASDAQ
ALIL,Argent Focused Small Cap ETF,NASDAQ
ALIS,Calisa Acquisition Corp - Ordinary shares,NASDAQ
ALISR,Calisa Acquisition Corp - Right,NASDAQ
ALISU,Calisa Acquisition Corp - Units,NASDAQ
ALIT,"Alight, Inc. Class A Common Stock",NYSE
ALK,"Alaska Air Group, Inc. Common Stock",NYSE
ALKS,Alkermes plc - Ordinary Shares,NASDAQ
ALKT,"Alkami Technology, Inc. - Common Stock",NASDAQ
ALL,Allstate Corporation (The) Common Stock,NYSE
ALL$B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,NYSE
ALL$H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",NYSE
ALL$I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",NYSE
ALL$J,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",NYSE
ALL-PB,ALLSTATE CORP,OTC
ALL-PH,ALLSTATE CORP,OTC
ALL-PI,ALLSTATE CORP,OTC
ALL-PJ,ALLSTATE CORP,OTC
ALLE,Allegion plc Ordinary Shares,NYSE
ALLO,"Allogene Therapeutics, Inc. - Common Stock",NASDAQ
ALLR,"Allarity Therapeutics, Inc. - Common stock",NASDAQ
ALLT,Allot Ltd. - Ordinary Shares,NASDAQ
ALLW,State Street Bridgewater All Weather ETF,NASDAQ
ALLY,Ally Financial Inc. Common Stock,NYSE
ALM,Almonty Industries Inc. - Common Shares,NASDAQ
ALMG,Alamogordo Financial Corp. Common Stock,OTC
ALMMF,ALUMINUM CORP OF CHINA LTD,OTC
ALMP,Almco Plumbing Inc,OTC
ALMS,Alumis Inc. - Common Stock,NASDAQ
ALMU,"Aeluma, Inc. - Common Stock",NASDAQ
ALNT,Allient Inc. - Common Stock,NASDAQ
ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",NASDAQ
ALOD,"Allied Resources, Inc. Common Stock",OTC
ALOG,ALBERT ORIGIN ACQUISITION Corp,OTC
ALOIS,"Arrived Homes 5, LLC",OTC
ALOT,"AstroNova, Inc. - Common Stock",NASDAQ
ALOV,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Class A Ordinary Shares",NASDAQ
ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Units",NASDAQ
ALOVW,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. - Warrants",NASDAQ
ALOY,REalloys Inc. - Common Stock,NASDAQ
ALPIB,ALPINE BANKS OF COLORADO,OTC
ALPS,ALPS Group Inc - Ordinary Share,NASDAQ
ALPWF,Alps Group Inc,OTC
ALRG,Allspring LT Large Core ETF,NYSE ARCA
ALRM,"Alarm.com Holdings, Inc. - Common Stock",NASDAQ
ALRS,Alerus Financial Corporation - Common Stock,NASDAQ
ALRTF,ALR Technologies SG Ltd.,OTC
ALSAF,Alpha Star Acquisition Corp,OTC
ALSN,"Allison Transmission Holdings, Inc. Common Stock",NYSE
ALSTF,Alpha Star Acquisition Corp,OTC
ALSUF,Alpha Star Acquisition Corp,OTC
ALSWF,Alpha Star Acquisition Corp,OTC
ALT,"Altimmune, Inc. - Common Stock",NASDAQ
ALTB,Alpine Auto Brokers Inc.,OTC
ALTG,Alta Equipment Group Inc. Class A Common Stock,NYSE
ALTG$A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),NYSE
ALTG-PA,ALTA EQUIPMENT GROUP INC.,OTC
ALTI,"AlTi Global, Inc. - Class A Common Stock",NASDAQ
ALTL,Pacer Lunt Large Cap Alternator ETF,NYSE ARCA
ALTO,"Alto Ingredients, Inc. - Common Stock",NASDAQ
ALTS,ALT5 Sigma Corporation - Common Stock,NASDAQ
ALTUF,Altura Energy Corp.,OTC
ALTX,ALTEX INDUSTRIES INC,OTC
ALTY,Global X Alternative Income ETF,NASDAQ
ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,NYSE
ALUB-UN,Alussa Energy Acquisition Corp. II,OTC
ALUB-WT,Alussa Energy Acquisition Corp. II,OTC
ALUB.U,"Alussa Energy Acquisition Corp. II Units, each consisting of one Class A ordinary share and one-third of one redeemable warrant",NYSE
ALUB.W,"Alussa Energy Acquisition Corp. II Redeemable Warrants, each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share",NYSE
ALUR,"ALLURION TECHNOLOGIES, INC.",OTC
ALURW,"ALLURION TECHNOLOGIES, INC.",OTC
ALV,"Autoliv, Inc. Common Stock",NYSE
ALVO,Alvotech - Ordinary Shares,NASDAQ
ALVOW,Alvotech - Warrant,NASDAQ
ALX,"Alexander's, Inc. Common Stock",NYSE
ALXO,ALX Oncology Holdings Inc. - Common Stock,NASDAQ
ALYAF,Alithya Group inc,OTC
ALZN,"Alzamend Neuro, Inc. - Common Stock",NASDAQ
AM,Antero Midstream Corporation Common Stock,NYSE
AMAL,Amalgamated Financial Corp. - Common Stock,NASDAQ
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ
AMAX,Adaptive Hedged Multi-Asset Income ETF,NYSE ARCA
AMBA,"Ambarella, Inc. - Ordinary Shares",NASDAQ
AMBI,Ambipar Emergency Response,OTC
AMBIQ,Ambipar Emergency Response,OTC
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),AMEX
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,NYSE
AMBQ,"Ambiq Micro, Inc. Common Stock",NYSE
AMBR,Amber International Holding Limited - American Depositary Shares,NASDAQ
AMBWQ,Ambipar Emergency Response,OTC
AMC,"AMC Entertainment Holdings, Inc. Class A Common Stock",NYSE
AMCCF,Amcor plc,OTC
AMCI,AMC Robotics Corporation - Common Stock,NASDAQ
AMCR,Amcor plc Ordinary Shares,NYSE
AMCX,AMC Networks Inc. - Class A Common Stock,NASDAQ
AMD,"Advanced Micro Devices, Inc. - Common Stock",NASDAQ
AMDD,Direxion Daily AMD Bear 1X ETF,NASDAQ
AMDG,Leverage Shares 2X Long AMD Daily ETF,NASDAQ
AMDL,GraniteShares 2x Long AMD Daily ETF,NASDAQ
AMDW,Roundhill AMD WeeklyPay ETF,BATS
AMDY,Yieldmax AMD Option Income Strategy ETF,NYSE ARCA
AME,"AMETEK, Inc.",NYSE
AMFC,AMB Financial Corp. Common Stock,OTC
AMFN,"Renewal Fuels, Inc.",OTC
AMG,"Affiliated Managers Group, Inc. Common Stock",NYSE
AMGN,Amgen Inc. - Common Stock,NASDAQ
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,NYSE
AMH$G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,NYSE
AMH$H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,NYSE
AMH-PG,American Homes 4 Rent,OTC
AMH-PH,American Homes 4 Rent,OTC
AMIB,American Boarding Co. Common Stock,OTC
AMID,Argent Mid Cap ETF,NASDAQ
AMIX,"Autonomix Medical, Inc. - Common Stock",NASDAQ
AMJB,Alerian MLP Index ETN,NYSE ARCA
AMKR,"Amkor Technology, Inc. - Common Stock",NASDAQ
AMLIF,American Lithium Corp.,OTC
AMLM,"AMERICAN LITHIUM MINERALS, INC.",OTC
AMLP,Alerian MLP ETF,NYSE ARCA
AMLX,"Amylyx Pharmaceuticals, Inc. - Common Stock",NASDAQ
AMN,AMN Healthcare Services Inc,NYSE
AMOD,"Alpha Modus Holdings, Inc. - Class A Common Stock",NASDAQ
AMODW,"Alpha Modus Holdings, Inc. - Warrant",NASDAQ
AMOM,QRAFT AI-Enhanced U.S. Large Cap Momentum ETF,NYSE ARCA
AMP,"Ameriprise Financial, Inc. Common Stock",NYSE
AMPG,"Amplitech Group, Inc. - Common Stock",NASDAQ
AMPGR,"Amplitech Group, Inc. - Series A Right",NASDAQ
AMPGZ,"Amplitech Group, Inc. - Series B Right",NASDAQ
AMPH,"Amphastar Pharmaceuticals, Inc. - Common Stock",NASDAQ
AMPL,"Amplitude, Inc. - Class A Common Stock",NASDAQ
AMPM,AM PM Group Ltd,OTC
AMPWF,Ardagh Metal Packaging S.A.,OTC
AMPX,"Amprius Technologies, Inc. Common Stock",NYSE
AMPX-WT,"Amprius Technologies, Inc.",OTC
AMPX.W,"Amprius Technologies, Inc. Warrants to purchase one share of Common Stock at an exercise price of $11.50 per share",NYSE
AMPY,Amplify Energy Corp. Common Stock,NYSE
AMR,"Alpha Metallurgical Resources, Inc. Common Stock",NYSE
AMRC,"Ameresco, Inc. Class A Common Stock",NYSE
AMRD,American Riding Tours Inc. Common Stock,OTC
AMRN,Amarin Corporation plc - American Depositary Shares,NASDAQ
AMRQF,AMAROQ LTD.,OTC
AMRX,"Amneal Pharmaceuticals, Inc. - Class A Common Stock",NASDAQ
AMRZ,Amrize Ltd Ordinary Shares,NYSE
AMS,American Shared Hospital Services Common Stock,AMEX
AMSC,American Superconductor Corporation - Common Stock,NASDAQ
AMSE,American Sands Energy Corp. Common Stock,OTC
AMSF,"AMERISAFE, Inc. - Common Stock",NASDAQ
AMST,Amesite Inc. - Common Stock,NASDAQ
AMSYF,ArcelorMittal,OTC
AMT,American Tower Corporation (REIT) Common Stock,NYSE
AMTB,Amerant Bancorp Inc. Class A Common Stock,NYSE
AMTD,"AMTD IDEA Group American Depositary Shares, each representing six (6) Class A Ordinary Shares",NYSE
AMTM,"Amentum Holdings, Inc. Common Stock",NYSE
AMTU,"AMATUHI HOLDINGS, INC.",OTC
AMTX,"Aemetis, Inc - Common Stock",NASDAQ
AMUB,"ETRACS Alerian MLP Index ETN Series B due July 18, 2042",NYSE ARCA
AMUN,abrdn Ultra Short Municipal Income Active ETF,NASDAQ
AMUU,Direxion Daily AMD Bull 2X ETF,NASDAQ
AMVIF,AUMOVIO SE,OTC
AMVOY,AUMOVIO SE,OTC
AMWD,American Woodmark Corporation - Common Stock,NASDAQ
AMWL,American Well Corporation Class A Common Stock,NYSE
AMX,"America Movil, S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares",NYSE
AMXOF,AMERICA MOVIL SAB DE CV/,OTC
AMYY,GraniteShares YieldBOOST AMD ETF,NASDAQ
AMZA,InfraCap MLP ETF,NYSE ARCA
AMZD,Direxion Daily AMZN Bear 1X ETF,NASDAQ
AMZE,"Amaze Holdings, Inc. Common Stock",AMEX
AMZN,"Amazon.com, Inc. - Common Stock",NASDAQ
AMZO,Tradr 2X Short AMZN Daily ETF,BATS
AMZP,Kurv Yield Premium Strategy Amazon (AMZN) ETF,BATS
AMZU,Direxion Daily AMZN Bull 2X ETF,NASDAQ
AMZW,Roundhill AMZN WeeklyPay ETF,BATS
AMZY,YieldMax AMZN Option Income Strategy ETF,NYSE ARCA
AMZZ,GraniteShares 2x Long AMZN Daily ETF,NASDAQ
AN,"AutoNation, Inc. Common Stock",NYSE
ANAB,"AnaptysBio, Inc. - Common Stock",NASDAQ
ANAV,Alpha Network Alliance Ventures Inc. Com,OTC
ANDE,"The Andersons, Inc. - Common Stock",NASDAQ
ANDG,Andersen Group Inc. Class A Common Stock,NYSE
ANEB,"Anebulo Pharmaceuticals, Inc.",OTC
ANEC,American Natural Energy Corporation,OTC
ANEL,Defiance Daily Target 2x Long ANET ETF,NASDAQ
ANET,"Arista Networks, Inc. Common Stock",NYSE
ANEW,ProShares MSCI Transformational Changes ETF,NYSE ARCA
ANF,Abercrombie & Fitch Company Common Stock,NYSE
ANG$D,"American National Group Inc. Depositary Shares, each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock, Series D",NYSE
ANG-PD,American National Group Inc.,OTC
ANGH,Anghami Inc. - Ordinary Shares,NASDAQ
ANGHW,Anghami Inc. - Warrants,NASDAQ
ANGI,Angi Inc. - Class A Common Stock,NASDAQ
ANGL,VanEck Fallen Angel High Yield Bond ETF,NASDAQ
ANGO,"AngioDynamics, Inc. - Common Stock",NASDAQ
ANGX,"Angel Studios, Inc. Class A Common Stock",NYSE
ANIK,Anika Therapeutics Inc. - Common Stock,NASDAQ
ANIP,"ANI Pharmaceuticals, Inc. - Common Stock",NASDAQ
ANIX,"Anixa Biosciences, Inc. - Common Stock",NASDAQ
ANJFY,"Anjoy Foods Group Co., Ltd./ADR",OTC
ANKM,"Ankam, Inc.",OTC
ANL,Adlai Nortye Ltd. - American Depositary Shares,NASDAQ
ANNA,"AleAnna, Inc. - Class A Common Stock",NASDAQ
ANNAW,"AleAnna, Inc. - Warrant",NASDAQ
ANNSF,Aena S.A./ADR,OTC
ANNX,"Annexon, Inc. - common stock",NASDAQ
ANPA,Rich Sparkle Holdings Limited - Ordinary Shares,NASDAQ
ANPCF,ANGLE plc,OTC
ANPL,"Anpulo Food Development, Inc. NEW Common Stock",OTC
ANRO,"Alto Neuroscience, Inc. Common Stock",NYSE
ANSC,Agriculture & Natural Solutions Acquisition Corporation - Class A Ordinary Shares,NASDAQ
ANSCU,Agriculture & Natural Solutions Acquisition Corporation - Unit,NASDAQ
ANSCW,Agriculture & Natural Solutions Acquisition Corporation - Warrant,NASDAQ
ANTA,Antalpha Platform Holding Company - Class A Ordinary Shares,NASDAQ
ANTX,"AN2 Therapeutics, Inc. - Common Stock",NASDAQ
ANV,GraniteShares Autocallable NVDA ETF,NASDAQ
ANVI,"ANVI GLOBAL HOLDINGS, INC.",OTC
ANVS,"Annovis Bio, Inc. Common Stock",NYSE
ANY,Sphere 3D Corp. - Common Shares,NASDAQ
AOA,iShares Core 80/20 Aggressive Allocation ETF,NYSE ARCA
AOAO,Alpha One Inc.,OTC
AOCT,Innovator Equity Defined Protection ETF - 2 Yr to October 2026,BATS
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,NYSE
AOHY,Angel Oak High Yield Opportunities ETF,NASDAQ
AOIL,"Armada Oil, Inc. Common Stock",OTC
AOJE,AOJE INC.,OTC
AOK,iShares Core 30/70 Conservative Allocation ETF,NYSE ARCA
AOM,iShares Core 40/60 Moderate Allocation ETF,NYSE ARCA
AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",NYSE
AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",NYSE
AOMR,"Angel Oak Mortgage REIT, Inc. Common Stock",NYSE
AON,Aon plc Class A Ordinary Shares (Ireland),NYSE
AOR,iShares Core 60/40 Balanced Allocation ETF,NYSE ARCA
AORT,"Artivion, Inc. Common Stock",NYSE
AOS,A.O. Smith Corporation Common Stock,NYSE
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ
AOTG,AOT Growth and Innovation ETF,NASDAQ
AOTS,AOT Software Platform ETF,NYSE ARCA
AOTVF,Cambria Gold Mines Inc.,OTC
AOUT,"American Outdoor Brands, Inc. - Common Stock",NASDAQ
AOXY,ADVANCED OXYGEN TECHNOLOGIES INC,OTC
AP,Ampco-Pittsburgh Corporation Common Stock,NYSE
APA,APA Corporation - Common Stock,NASDAQ
APAAF,Appia Rare Earths & Uranium Corp.,OTC
APAC,StoneBridge Acquisition II Corporation - Class A Ordinary Shares,NASDAQ
APACR,StoneBridge Acquisition II Corporation - Rights,NASDAQ
APACU,StoneBridge Acquisition II Corporation - Units,NASDAQ
APAD,A Paradise Acquisition Corp. - Class A Ordinary Shares,NASDAQ
APADR,A Paradise Acquisition Corp. - Rights,NASDAQ
APADU,A Paradise Acquisition Corp. - Unit,NASDAQ
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,NYSE
APC,ARKO Petroleum Corp. - Class A Common Stock,NASDAQ
APCB,ActivePassive Core Bond ETF,NYSE ARCA
APCX,AppTech Payments Corp.,OTC
APCXW,AppTech Payments Corp.,OTC
APD,"Air Products and Chemicals, Inc. Common Stock",NYSE
APEI,"American Public Education, Inc. - Common Stock",NASDAQ
APEX,APEX Global Solutions Ltd,OTC
